codigo,dpto,mpio,mesas_reg,mesas_testigos,cepeda_reg,cepeda_testigos,delta_cepeda,espriella_reg,espriella_testigos,delta_espriella
15220,15,220,28,28,2520,2520,0,4177,4177,0
15223,15,223,24,24,1683,1683,0,3220,3220,0
15226,15,226,16,16,388,388,0,2310,2310,0
15229,15,229,31,31,1923,1923,0,4735,4735,0
15232,15,232,29,29,1737,1737,0,4020,4020,0
15235,15,235,29,29,1897,1897,0,4557,4557,0
15238,15,238,29,29,3601,3601,0,3642,3642,0
15239,15,239,83,83,10706,10706,0,9025,9025,0
15241,15,241,61,61,4901,4901,0,9142,9142,0
15244,15,244,31,31,2213,2213,0,4971,4971,0
15247,15,247,1046,1046,175011,175011,0,90273,90273,0
15250,15,250,64,64,9055,9055,0,7334,7334,0
15256,15,256,40,40,2904,2904,0,7095,7095,0
15259,15,259,36,36,5110,5110,0,3814,3814,0
15262,15,262,14,14,656,656,0,2558,2558,0
15265,15,265,16,16,1029,1029,0,3073,3073,0
15268,15,268,13,13,940,940,0,2239,2239,0
15271,15,271,57,57,5905,5905,0,8154,8154,0
15274,15,274,20,20,965,965,0,3792,3792,0
15277,15,277,24,24,1921,1921,0,3610,3610,0
15280,15,280,56,56,6157,6157,0,8527,8527,0
15283,15,283,14,14,1232,1232,0,1844,1844,0
15286,15,286,9,9,610,610,0,1384,1384,0
15289,15,289,38,38,2707,2707,0,4961,4961,0
15292,15,292,127,127,21023,21023,0,12422,12422,0
15295,15,295,13,13,452,452,0,2062,2062,0
15298,15,298,33,33,1140,1140,0,4135,4135,0
15301,15,301,19,19,1242,1242,0,3357,3357,0
15304,15,304,113,113,9191,9191,0,17178,17178,0
15307,15,307,21,21,1344,1344,0,3598,3598,0
15316,15,316,15,15,458,458,0,2994,2994,0
15318,15,318,13,13,954,954,0,1419,1419,0
15319,15,319,23,23,896,896,0,3671,3671,0
15322,15,322,13,13,864,864,0,2122,2122,0
15323,15,323,7,7,364,364,0,1002,1002,0
15325,15,325,42,42,2247,2247,0,9087,9087,0
15328,15,328,77,77,4683,4683,0,12552,12552,0
15331,15,331,37,37,3021,3021,0,4677,4677,0
15334,15,334,37,37,980,980,0,5200,5200,0
15337,15,337,13,13,1172,1172,0,1823,1823,0
15340,15,340,332,332,49918,49918,0,36062,36062,0
16001,16,001,17164,17164,2235514,2235514,0,1933243,1933243,0
17001,17,001,271,271,39917,39917,0,8423,8423,0
17002,17,002,28,28,3936,3936,0,683,683,0
17004,17,004,36,36,2554,2554,0,2537,2537,0
17006,17,006,53,53,6345,6345,0,208,208,0
17007,17,007,30,30,3461,3461,0,423,423,0
17008,17,008,29,29,3860,3860,0,930,930,0
17010,17,010,45,45,4491,4491,0,475,475,0
17011,17,011,36,36,4002,4002,0,277,277,0
17012,17,012,26,26,3337,3337,0,354,354,0
17013,17,013,42,42,4964,4964,0,882,882,0
17014,17,014,18,18,2353,2353,0,600,600,0
17015,17,015,39,39,4713,4713,0,690,690,0
17016,17,016,23,23,1799,1799,0,2518,2518,0
17017,17,017,19,19,2435,2435,0,622,622,0
17019,17,019,80,80,9765,9765,0,1764,1764,0
17022,17,022,13,13,1514,1514,0,188,188,0
17025,17,025,31,31,3435,3435,0,983,983,0
17026,17,026,37,37,4335,4335,0,264,264,0
17027,17,027,29,29,3855,3855,0,362,362,0
17028,17,028,26,26,2509,2509,0,583,583,0
17031,17,031,24,24,3250,3250,0,363,363,0
17032,17,032,19,19,1484,1484,0,458,458,0
17034,17,034,52,52,6393,6393,0,1025,1025,0
17035,17,035,25,25,3498,3498,0,957,957,0
17037,17,037,21,21,1447,1447,0,656,656,0
17038,17,038,43,43,5343,5343,0,91,91,0
17040,17,040,12,12,1511,1511,0,156,156,0
17043,17,043,49,49,6002,6002,0,1525,1525,0
17048,17,048,33,33,3204,3204,0,1698,1698,0
17060,17,060,22,22,2378,2378,0,653,653,0
17082,17,082,41,41,4584,4584,0,2012,2012,0
19001,19,001,847,847,91103,91103,0,103554,103554,0
19004,19,004,69,69,2963,2963,0,11759,11759,0
19007,19,007,24,24,1419,1419,0,3941,3941,0
19010,19,010,50,50,3794,3794,0,6347,6347,0
19013,19,013,55,55,4749,4749,0,8319,8319,0
19016,19,016,11,11,949,949,0,1343,1343,0
19019,19,019,20,20,1231,1231,0,2818,2818,0
19022,19,022,78,78,7282,7282,0,9747,9747,0
19025,19,025,26,26,1349,1349,0,4512,4512,0
19028,19,028,22,22,871,871,0,3354,3354,0
19031,19,031,13,13,665,665,0,1927,1927,0
19034,19,034,179,179,13153,13153,0,26311,26311,0
19037,19,037,63,63,4054,4054,0,9221,9221,0
19040,19,040,44,44,2401,2401,0,6670,6670,0
19043,19,043,20,20,1568,1568,0,2568,2568,0
19044,19,044,68,68,6396,6396,0,8340,8340,0
19046,19,046,25,25,2340,2340,0,2922,2922,0
19047,19,047,38,38,2769,2769,0,4925,4925,0
19049,19,049,137,137,10074,10074,0,18686,18686,0
19050,19,050,16,16,1272,1272,0,1988,1988,0
19051,19,051,28,28,1073,1073,0,5101,5101,0
19052,19,052,17,17,692,692,0,3109,3109,0
19055,19,055,67,67,5053,5053,0,8950,8950,0
19056,19,056,31,31,1940,1940,0,4770,4770,0
19058,19,058,31,31,1829,1829,0,5037,5037,0
19061,19,061,326,326,28484,28484,0,42899,42899,0
19064,19,064,60,60,6017,6017,0,7728,7728,0
19067,19,067,33,33,1377,1377,0,5776,5776,0
19070,19,070,84,84,6483,6483,0,11191,11191,0
19074,19,074,27,27,1101,1101,0,4592,4592,0
19076,19,076,48,48,2768,2768,0,7711,7711,0
19079,19,079,41,41,2171,2171,0,6424,6424,0
19082,19,082,34,34,2307,2307,0,4983,4983,0
19085,19,085,20,20,894,894,0,3377,3377,0
19088,19,088,51,51,2662,2662,0,8437,8437,0
19091,19,091,22,22,2034,2034,0,2394,2394,0
19094,19,094,21,21,1761,1761,0,3301,3301,0
21001,21,001,1176,1176,145942,145942,0,97476,97476,0
21008,21,008,35,35,4539,4539,0,1357,1357,0
21010,21,010,93,93,10482,10482,0,5256,5256,0
21012,21,012,73,73,6403,6403,0,7058,7058,0
21013,21,013,28,28,1782,1782,0,2565,2565,0
21015,21,015,47,47,3797,3797,0,5094,5094,0
21016,21,016,271,271,34984,34984,0,17610,17610,0
21020,21,020,37,37,3546,3546,0,2386,2386,0
21025,21,025,159,159,12209,12209,0,14944,14944,0
21028,21,028,44,44,3839,3839,0,4029,4029,0
21030,21,030,49,49,7069,7069,0,1752,1752,0
21031,21,031,167,167,15238,15238,0,13785,13785,0
21040,21,040,79,79,4512,4512,0,7618,7618,0
21042,21,042,52,52,3834,3834,0,5671,5671,0
21046,21,046,33,33,1792,1792,0,3198,3198,0
21048,21,048,35,35,2191,2191,0,3522,3522,0
21049,21,049,94,94,10012,10012,0,6617,6617,0
21052,21,052,131,131,14214,14214,0,9934,9934,0
21055,21,055,69,69,7164,7164,0,3769,3769,0
21058,21,058,26,26,3015,3015,0,1456,1456,0
21060,21,060,42,42,2648,2648,0,4057,4057,0
21067,21,067,25,25,2765,2765,0,2304,2304,0
21070,21,070,58,58,4055,4055,0,5725,5725,0
21073,21,073,32,32,2232,2232,0,3041,3041,0
21076,21,076,55,55,3115,3115,0,7368,7368,0
21078,21,078,29,29,2992,2992,0,2126,2126,0
21079,21,079,65,65,6651,6651,0,3626,3626,0
21085,21,085,40,40,3774,3774,0,2691,2691,0
21090,21,090,31,31,1618,1618,0,3467,3467,0
21095,21,095,153,153,20814,20814,0,5596,5596,0
23001,23,001,907,907,175744,175744,0,59547,59547,0
23004,23,004,25,25,2322,2322,0,2820,2820,0
23007,23,007,20,20,3495,3495,0,1304,1304,0
23010,23,010,25,25,4003,4003,0,770,770,0
23013,23,013,19,19,2366,2366,0,1539,1539,0
23016,23,016,92,92,13026,13026,0,1632,1632,0
23017,23,017,16,16,2399,2399,0,1168,1168,0
23019,23,019,60,60,6449,6449,0,5661,5661,0
23022,23,022,25,25,3647,3647,0,1084,1084,0
23025,23,025,35,35,4296,4296,0,2129,2129,0
23028,23,028,21,21,3005,3005,0,1491,1491,0
23031,23,031,35,35,6837,6837,0,1241,1241,0
23034,23,034,24,24,4472,4472,0,1243,1243,0
23037,23,037,80,80,16369,16369,0,3239,3239,0
23038,23,038,37,37,6679,6679,0,2166,2166,0
23039,23,039,27,27,5384,5384,0,263,263,0
23040,23,040,25,25,4614,4614,0,362,362,0
23041,23,041,60,60,9777,9777,0,661,661,0
23043,23,043,37,37,5226,5226,0,2914,2914,0
23044,23,044,20,20,3446,3446,0,1131,1131,0
23046,23,046,36,36,5116,5116,0,3611,3611,0
23047,23,047,26,26,4009,4009,0,120,120,0
23049,23,049,20,20,2724,2724,0,1506,1506,0
23052,23,052,45,45,9035,9035,0,2528,2528,0
23055,23,055,36,36,6428,6428,0,1463,1463,0
23058,23,058,16,16,2747,2747,0,1171,1171,0
23061,23,061,24,24,3808,3808,0,1160,1160,0
23064,23,064,25,25,3473,3473,0,1363,1363,0
23067,23,067,300,300,48510,48510,0,18284,18284,0
23073,23,073,46,46,7260,7260,0,3003,3003,0
23076,23,076,31,31,5182,5182,0,1802,1802,0
23077,23,077,13,13,1799,1799,0,1160,1160,0
23078,23,078,19,19,2798,2798,0,201,201,0
23079,23,079,81,81,9487,9487,0,6664,6664,0
23080,23,080,30,30,6086,6086,0,337,337,0
23082,23,082,30,30,4803,4803,0,1221,1221,0
23085,23,085,26,26,4811,4811,0,1249,1249,0
23088,23,088,31,31,4711,4711,0,98,98,0
23091,23,091,22,22,3947,3947,0,579,579,0
23094,23,094,27,27,4065,4065,0,74,74,0
23095,23,095,53,53,8401,8401,0,502,502,0
23096,23,096,16,16,2644,2644,0,1242,1242,0
23097,23,097,19,19,2557,2557,0,1482,1482,0
23098,23,098,42,42,9012,9012,0,470,470,0
23100,23,100,36,36,4520,4520,0,2216,2216,0
23101,23,101,15,15,3535,3535,0,358,358,0
23103,23,103,24,24,3852,3852,0,1533,1533,0
23106,23,106,46,46,6708,6708,0,4223,4223,0
23109,23,109,62,62,10043,10043,0,1567,1567,0
23112,23,112,38,38,6464,6464,0,120,120,0
23115,23,115,81,81,14289,14289,0,2226,2226,0
23118,23,118,54,54,9121,9121,0,3202,3202,0
23120,23,120,20,20,2625,2625,0,2299,2299,0
23121,23,121,41,41,5970,5970,0,3442,3442,0
23123,23,123,19,19,1811,1811,0,2135,2135,0
23124,23,124,40,40,7442,7442,0,1107,1107,0
23125,23,125,29,29,4684,4684,0,200,200,0
23127,23,127,29,29,5074,5074,0,620,620,0
23130,23,130,19,19,3008,3008,0,1291,1291,0
23133,23,133,44,44,8728,8728,0,1677,1677,0
23136,23,136,36,36,5331,5331,0,1815,1815,0
23139,23,139,521,521,76219,76219,0,8731,8731,0
23142,23,142,115,115,20310,20310,0,4588,4588,0
23145,23,145,28,28,5136,5136,0,1614,1614,0
24001,24,001,1324,1324,124754,124754,0,155042,155042,0
24008,24,008,35,35,1785,1785,0,4430,4430,0
24013,24,013,19,19,1242,1242,0,1992,1992,0
24021,24,021,69,69,3889,3889,0,8634,8634,0
24025,24,025,527,527,51929,51929,0,58079,58079,0
24029,24,029,32,32,2070,2070,0,4439,4439,0
24038,24,038,20,20,1151,1151,0,2608,2608,0
24046,24,046,97,97,9833,9833,0,8135,8135,0
24054,24,054,48,48,3611,3611,0,5039,5039,0
24062,24,062,40,40,4783,4783,0,3083,3083,0
24070,24,070,37,37,5303,5303,0,2066,2066,0
24078,24,078,65,65,7940,7940,0,5096,5096,0
24086,24,086,201,201,17643,17643,0,25850,25850,0
24094,24,094,37,37,1691,1691,0,4187,4187,0
25001,25,001,1862,1860,76069,76069,0,306536,306536,0
25004,25,004,87,87,2757,2757,0,12862,12862,0
25007,25,007,26,26,531,531,0,4736,4736,0
25010,25,010,28,28,770,770,0,4578,4578,0
25013,25,013,15,15,195,195,0,2749,2749,0
25016,25,016,9,9,225,225,0,1524,1524,0
25019,25,019,28,28,456,456,0,4636,4636,0
25022,25,022,55,55,4036,4036,0,3791,3791,0
25025,25,025,22,22,482,482,0,4401,4401,0
25028,25,028,48,48,1851,1851,0,8316,8316,0
25031,25,031,30,30,660,660,0,5292,5292,0
25034,25,034,22,22,374,374,0,2875,2875,0
25036,25,036,51,51,6586,6586,0,1444,1444,0
25037,25,037,45,45,2179,2179,0,4082,4082,0
25038,25,038,77,77,2243,2243,0,13511,13511,0
25040,25,040,18,18,358,358,0,3552,3552,0
25043,25,043,27,27,3043,3043,0,1286,1286,0
25046,25,046,16,16,86,86,0,1966,1966,0
25049,25,049,17,17,371,371,0,3108,3108,0
25051,25,051,36,36,1484,1484,0,4734,4734,0
25052,25,052,22,22,953,953,0,2762,2762,0
25054,25,054,246,246,9298,9298,0,37492,37492,0
25055,25,055,11,11,141,141,0,2540,2540,0
25058,25,058,10,10,156,156,0,2225,2225,0
25061,25,061,269,269,17477,17477,0,42350,42350,0
25064,25,064,145,145,10074,10074,0,19734,19734,0
25067,25,067,13,13,396,396,0,3010,3010,0
25069,25,069,62,62,560,560,0,3568,3568,0
25070,25,070,30,30,217,217,0,2971,2971,0
25073,25,073,34,34,596,596,0,5397,5397,0
25076,25,076,33,33,4409,4409,0,566,566,0
25079,25,079,31,31,775,775,0,4325,4325,0
25082,25,082,16,16,314,314,0,1984,1984,0
25085,25,085,72,72,1313,1313,0,10231,10231,0
25088,25,088,16,16,154,154,0,3180,3180,0
25091,25,091,40,40,6016,6016,0,1004,1004,0
25093,25,093,138,138,8204,8204,0,12065,12065,0
25094,25,094,43,43,1054,1054,0,7364,7364,0
25097,25,097,13,13,204,204,0,2488,2488,0
25100,25,100,316,316,7085,7085,0,41417,41417,0
26001,26,001,806,806,68992,68992,0,102562,102562,0
26005,26,005,8,8,596,596,0,1051,1051,0
26010,26,010,183,183,15386,15386,0,22596,22596,0
26020,26,020,75,75,5935,5935,0,9865,9865,0
26025,26,025,16,16,1389,1389,0,1713,1713,0
26030,26,030,34,34,1958,1958,0,4460,4460,0
26040,26,040,22,22,1373,1373,0,2774,2774,0
26050,26,050,91,91,9104,9104,0,8804,8804,0
26060,26,060,105,105,7813,7813,0,11180,11180,0
26070,26,070,18,18,1046,1046,0,2168,2168,0
26080,26,080,92,92,7233,7233,0,9727,9727,0
26090,26,090,21,21,1243,1243,0,2662,2662,0
27001,27,001,1523,1523,117895,117895,0,229851,229851,0
27004,27,004,5,5,144,144,0,858,858,0
27007,27,007,15,15,486,486,0,1782,1782,0
27010,27,010,21,21,1022,1022,0,4046,4046,0
27013,27,013,80,80,6975,6975,0,10962,10962,0
27016,27,016,23,23,1496,1496,0,4393,4393,0
27019,27,019,566,566,83663,83663,0,43584,43584,0
27022,27,022,16,16,646,646,0,2276,2276,0
27025,27,025,34,34,1342,1342,0,3620,3620,0
27028,27,028,6,6,143,143,0,1155,1155,0
27031,27,031,6,6,213,213,0,1074,1074,0
27034,27,034,15,15,641,641,0,2538,2538,0
27037,27,037,16,16,265,265,0,2058,2058,0
27040,27,040,11,11,217,217,0,1278,1278,0
27043,27,043,19,19,622,622,0,3041,3041,0
27045,27,045,94,94,5849,5849,0,10524,10524,0
27046,27,046,19,19,636,636,0,2741,2741,0
27049,27,049,10,10,214,214,0,1874,1874,0
27052,27,052,10,10,458,458,0,1528,1528,0
27055,27,055,14,14,351,351,0,2817,2817,0
27058,27,058,37,37,1938,1938,0,6208,6208,0
27061,27,061,32,32,1706,1706,0,5417,5417,0
27064,27,064,12,12,339,339,0,2234,2234,0
27067,27,067,8,8,254,254,0,1502,1502,0
27070,27,070,13,13,709,709,0,1915,1915,0
27071,27,071,43,43,840,840,0,7670,7670,0
27073,27,073,6,6,116,116,0,895,895,0
27074,27,074,44,44,1675,1675,0,6380,6380,0
27075,27,075,18,18,408,408,0,1846,1846,0
27076,27,076,7,7,125,125,0,1465,1465,0
27079,27,079,15,15,361,361,0,2019,2019,0
27080,27,080,21,21,1060,1060,0,2550,2550,0
27082,27,082,655,655,53929,53929,0,104989,104989,0
27085,27,085,14,14,218,218,0,1669,1669,0
27088,27,088,13,13,384,384,0,2113,2113,0
27091,27,091,397,397,32286,32286,0,56857,56857,0
27094,27,094,22,22,482,482,0,3147,3147,0
27097,27,097,15,15,392,392,0,2691,2691,0
27100,27,100,7,7,148,148,0,1336,1336,0
27103,27,103,13,13,994,994,0,1964,1964,0
27106,27,106,13,13,857,857,0,1726,1726,0
27109,27,109,8,8,304,304,0,1239,1239,0
27112,27,112,11,11,691,691,0,1403,1403,0
27115,27,115,6,6,118,118,0,1000,1000,0
27118,27,118,14,14,330,330,0,2153,2153,0
27119,27,119,18,18,512,512,0,3173,3173,0
27120,27,120,35,35,1475,1475,0,4678,4678,0
27121,27,121,114,114,5789,5789,0,19487,19487,0
27124,27,124,33,33,1498,1498,0,6367,6367,0
27127,27,127,7,7,158,158,0,1193,1193,0
27130,27,130,52,52,3254,3254,0,7697,7697,0
27133,27,133,18,18,608,608,0,3130,3130,0
27136,27,136,28,28,904,904,0,4890,4890,0
27139,27,139,17,17,275,275,0,2228,2228,0
27142,27,142,12,12,338,338,0,2540,2540,0
27145,27,145,31,31,1295,1295,0,5563,5563,0
27148,27,148,14,14,279,279,0,1997,1997,0
27151,27,151,6,6,201,201,0,935,935,0
27154,27,154,8,8,243,243,0,1725,1725,0
27157,27,157,12,12,465,465,0,2682,2682,0
27160,27,160,408,408,32641,32641,0,63191,63191,0
27163,27,163,12,12,703,703,0,2356,2356,0
27166,27,166,44,44,2973,2973,0,5874,5874,0
27167,27,167,22,22,1443,1443,0,2201,2201,0
27169,27,169,84,84,10288,10288,0,6722,6722,0
27172,27,172,85,85,3554,3554,0,11719,11719,0
27174,27,174,74,74,6597,6597,0,9579,9579,0
27175,27,175,26,26,890,890,0,3284,3284,0
27178,27,178,9,9,254,254,0,1339,1339,0
27181,27,181,144,144,10758,10758,0,23161,23161,0
27184,27,184,7,7,227,227,0,1156,1156,0
27187,27,187,16,16,436,436,0,2696,2696,0
27190,27,190,10,10,280,280,0,1158,1158,0
27193,27,193,80,80,3659,3659,0,12234,12234,0
27194,27,194,12,12,251,251,0,1862,1862,0
27195,27,195,9,9,246,246,0,1444,1444,0
27196,27,196,22,22,983,983,0,3437,3437,0
27199,27,199,74,74,4362,4362,0,13409,13409,0
27202,27,202,27,27,1003,1003,0,4673,4673,0
27205,27,205,22,22,560,560,0,2806,2806,0
27208,27,208,13,13,451,451,0,1979,1979,0
27211,27,211,18,18,638,638,0,3384,3384,0
27217,27,217,17,17,864,864,0,3266,3266,0
27219,27,219,5,5,62,62,0,998,998,0
27220,27,220,52,52,3851,3851,0,7277,7277,0
27221,27,221,21,21,1003,1003,0,4342,4342,0
27223,27,223,25,25,1338,1338,0,4372,4372,0
28001,28,001,631,631,89562,89562,0,53867,53867,0
28010,28,010,31,31,3162,3162,0,2850,2850,0
28020,28,020,37,37,4603,4603,0,2176,2176,0
28030,28,030,27,27,3237,3237,0,2200,2200,0
28040,28,040,154,154,20984,20984,0,13176,13176,0
28041,28,041,47,47,5441,5441,0,4282,4282,0
28042,28,042,36,36,4401,4401,0,2061,2061,0
28045,28,045,17,17,1580,1580,0,1501,1501,0
28048,28,048,57,57,3635,3635,0,7458,7458,0
28049,28,049,51,51,2520,2520,0,5247,5247,0
28050,28,050,34,34,4528,4528,0,2435,2435,0
28055,28,055,62,62,9702,9702,0,4011,4011,0
28060,28,060,101,101,5209,5209,0,11602,11602,0
28080,28,080,50,50,6663,6663,0,3673,3673,0
28100,28,100,74,74,9372,9372,0,5320,5320,0
28120,28,120,43,43,5847,5847,0,3169,3169,0
28160,28,160,117,117,15913,15913,0,8031,8031,0
28180,28,180,73,73,6934,6934,0,5821,5821,0
28190,28,190,39,39,4925,4925,0,3492,3492,0
28200,28,200,146,146,15096,15096,0,11180,11180,0
28220,28,220,154,154,16242,16242,0,6205,6205,0
28240,28,240,52,52,5916,5916,0,4922,4922,0
28260,28,260,88,88,8324,8324,0,7809,7809,0
28280,28,280,78,78,4416,4416,0,6919,6919,0
28300,28,300,80,80,12643,12643,0,3774,3774,0
28320,28,320,68,68,8457,8457,0,5199,5199,0
29001,29,001,1366,1366,139933,139933,0,176469,176469,0
29004,29,004,15,15,495,495,0,1837,1837,0
29007,29,007,30,30,2376,2376,0,3087,3087,0
29010,29,010,22,22,1931,1931,0,1927,1927,0
29013,29,013,27,27,1208,1208,0,3419,3419,0
29016,29,016,33,33,3486,3486,0,2746,2746,0
29019,29,019,54,54,1936,1936,0,6770,6770,0
29022,29,022,51,51,3682,3682,0,6075,6075,0
29025,29,025,33,33,2094,2094,0,4558,4558,0
29028,29,028,18,18,760,760,0,2524,2524,0
29031,29,031,29,29,2873,2873,0,2693,2693,0
29034,29,034,59,59,6285,6285,0,5092,5092,0
29037,29,037,24,24,919,919,0,3304,3304,0
29040,29,040,122,122,8392,8392,0,12940,12940,0
29043,29,043,24,24,1135,1135,0,3387,3387,0
29046,29,046,181,181,17863,17863,0,24045,24045,0
29049,29,049,20,20,1507,1507,0,2341,2341,0
29052,29,052,59,59,5998,5998,0,7042,7042,0
29055,29,055,90,90,4840,4840,0,10855,10855,0
29058,29,058,83,83,5274,5274,0,11397,11397,0
29061,29,061,20,20,784,784,0,2559,2559,0
29064,29,064,64,64,7002,7002,0,6634,6634,0
29067,29,067,29,29,2894,2894,0,3022,3022,0
29070,29,070,47,47,5179,5179,0,4191,4191,0
29073,29,073,102,102,10266,10266,0,8970,8970,0
29076,29,076,91,91,8037,8037,0,10044,10044,0
29079,29,079,99,99,6633,6633,0,14072,14072,0
29080,29,080,12,12,709,709,0,1153,1153,0
29082,29,082,45,45,4839,4839,0,3805,3805,0
29085,29,085,80,80,5443,5443,0,7896,7896,0
29087,29,087,25,25,1611,1611,0,3302,3302,0
29088,29,088,18,18,1757,1757,0,1768,1768,0
29089,29,089,75,75,4935,4935,0,7161,7161,0
29091,29,091,26,26,1381,1381,0,3351,3351,0
29094,29,094,61,61,5979,5979,0,7213,7213,0
29097,29,097,58,58,2474,2474,0,5425,5425,0
29100,29,100,14,14,453,453,0,1658,1658,0
29103,29,103,70,70,2632,2632,0,8624,8624,0
29105,29,105,38,38,2931,2931,0,5197,5197,0
29106,29,106,32,32,1497,1497,0,4361,4361,0
29109,29,109,42,42,1944,1944,0,6202,6202,0
29112,29,112,24,24,698,698,0,2384,2384,0
29115,29,115,17,17,879,879,0,2223,2223,0
29118,29,118,17,17,569,569,0,2577,2577,0
29121,29,121,38,38,3103,3103,0,4037,4037,0
29124,29,124,25,25,1073,1073,0,2539,2539,0
29127,29,127,17,17,700,700,0,2296,2296,0
31001,31,001,5158,5158,682166,682166,0,443047,443047,0
31004,31,004,38,38,3132,3132,0,3737,3737,0
31007,31,007,59,59,7533,7533,0,4486,4486,0
31010,31,010,64,64,3510,3510,0,5740,5740,0
31013,31,013,20,20,735,735,0,2186,2186,0
31016,31,016,47,47,2934,2934,0,4813,4813,0
31019,31,019,690,690,97881,97881,0,15849,15849,0
31022,31,022,339,339,44607,44607,0,24328,24328,0
31025,31,025,67,67,8893,8893,0,4034,4034,0
31028,31,028,88,88,5795,5795,0,8954,8954,0
31031,31,031,262,262,43650,43650,0,14510,14510,0
31034,31,034,353,353,32058,32058,0,36840,36840,0
31037,31,037,122,122,12098,12098,0,9459,9459,0
31040,31,040,54,54,4802,4802,0,4486,4486,0
31043,31,043,31,31,917,917,0,3096,3096,0
31046,31,046,24,24,954,954,0,2136,2136,0
31049,31,049,167,167,24978,24978,0,9317,9317,0
31052,31,052,38,38,2207,2207,0,3462,3462,0
31055,31,055,164,164,27141,27141,0,7458,7458,0
31058,31,058,59,59,6932,6932,0,5025,5025,0
31061,31,061,92,92,14854,14854,0,5129,5129,0
31064,31,064,382,382,55757,55757,0,30708,30708,0
31067,31,067,45,45,4823,4823,0,3922,3922,0
31070,31,070,86,86,5213,5213,0,11569,11569,0
31073,31,073,37,37,2252,2252,0,4258,4258,0
31076,31,076,35,35,3410,3410,0,2440,2440,0
31079,31,079,850,850,111031,111031,0,62677,62677,0
31082,31,082,132,132,19477,19477,0,6130,6130,0
31085,31,085,53,53,4502,4502,0,4459,4459,0
31088,31,088,49,49,4175,4175,0,4718,4718,0
31091,31,091,106,106,8987,8987,0,11289,11289,0
31094,31,094,53,53,5420,5420,0,3660,3660,0
31097,31,097,119,119,9715,9715,0,10421,10421,0
31100,31,100,43,43,2088,2088,0,4642,4642,0
31103,31,103,56,56,3578,3578,0,5744,5744,0
31106,31,106,513,513,53789,53789,0,49177,49177,0
31109,31,109,18,18,1359,1359,0,1475,1475,0
31112,31,112,32,32,1037,1037,0,2994,2994,0
31115,31,115,37,37,4631,4631,0,2620,2620,0
31118,31,118,51,51,5808,5808,0,3502,3502,0
31121,31,121,334,334,53074,53074,0,17688,17688,0
31124,31,124,120,120,16180,16180,0,7815,7815,0
40001,40,001,242,242,9519,9519,0,27887,27887,0
40005,40,005,120,120,8541,8541,0,13643,13643,0
40010,40,010,112,112,10195,10195,0,6388,6388,0
40015,40,015,11,11,395,395,0,1291,1291,0
40017,40,017,42,42,5624,5624,0,2094,2094,0
40020,40,020,12,12,305,305,0,1534,1534,0
40025,40,025,123,123,11841,11841,0,10686,10686,0
44001,44,001,400,400,36346,36346,0,49942,49942,0
44002,44,002,14,14,954,954,0,1774,1774,0
44003,44,003,73,73,11527,11527,0,4948,4948,0
44004,44,004,26,26,1859,1859,0,3058,3058,0
44005,44,005,49,49,4225,4225,0,5686,5686,0
44006,44,006,34,34,3958,3958,0,3354,3354,0
44007,44,007,38,38,5131,5131,0,2789,2789,0
44009,44,009,60,60,6304,6304,0,6455,6455,0
44010,44,010,129,129,19074,19074,0,10620,10620,0
44012,44,012,23,23,1660,1660,0,1913,1913,0
44016,44,016,22,22,2020,2020,0,1526,1526,0
44017,44,017,14,14,629,629,0,1587,1587,0
44020,44,020,34,34,2861,2861,0,3310,3310,0
44022,44,022,31,31,3398,3398,0,1048,1048,0
44024,44,024,18,18,1465,1465,0,1605,1605,0
44040,44,040,18,18,875,875,0,1973,1973,0
46001,46,001,401,401,32592,32592,0,63427,63427,0
46040,46,040,88,88,7166,7166,0,14040,14040,0
46120,46,120,6,6,300,300,0,972,972,0
46320,46,320,33,33,1048,1048,0,4204,4204,0
46480,46,480,3,3,365,365,0,164,164,0
46520,46,520,40,40,2291,2291,0,5676,5676,0
46540,46,540,39,39,2501,2501,0,6344,6344,0
46560,46,560,27,27,692,692,0,3934,3934,0
46640,46,640,29,29,1535,1535,0,4062,4062,0
46680,46,680,86,86,4039,4039,0,15175,15175,0
46700,46,700,26,26,1115,1115,0,4738,4738,0
46760,46,760,5,5,248,248,0,664,664,0
46800,46,800,10,10,472,472,0,1569,1569,0
46815,46,815,6,6,754,754,0,449,449,0
46830,46,830,24,24,709,709,0,3951,3951,0
46840,46,840,18,18,565,565,0,2484,2484,0
46850,46,850,60,60,4043,4043,0,10893,10893,0
46865,46,865,34,34,1166,1166,0,5407,5407,0
46880,46,880,85,85,6873,6873,0,13050,13050,0
48001,48,001,471,471,50857,50857,0,32776,32776,0
48002,48,002,65,65,8913,8913,0,2924,2924,0
48004,48,004,82,82,10839,10839,0,4620,4620,0
48005,48,005,74,74,7534,7534,0,3732,3732,0
48006,48,006,27,27,2711,2711,0,2456,2456,0
48007,48,007,99,99,12851,12851,0,5855,5855,0
48008,48,008,36,36,3491,3491,0,2561,2561,0
48009,48,009,48,48,6436,6436,0,2343,2343,0
48010,48,010,401,401,35313,35313,0,26067,26067,0
48011,48,011,190,190,16175,16175,0,7343,7343,0
48012,48,012,16,16,1793,1793,0,1248,1248,0
48013,48,013,114,114,9228,9228,0,12729,12729,0
48016,48,016,385,385,22343,22343,0,14052,14052,0
